atlas.MedFC	atlas.SubCalC	atlas.AC	atlas.PC	atlas.Precuneous	atlas.Brain-Stem	precuneus	7Am	7Pm	7m	PVC	POS2	atlas.FP	atlas.IC	atlas.SFG	atlas.MidFG	atlas.IFG tri	atlas.IFG oper	atlas.PreCG	atlas.TP	atlas.aSTG	atlas.pSTG	atlas.aMTG	atlas.pMTG	atlas.toMTG	atlas.aITG	atlas.pITG	atlas.toITG	atlas.PostCG	atlas.SPL	atlas.aSMG	atlas.pSMG	atlas.AG	atlas.sLOC	atlas.iLOC	atlas.ICC	atlas.SMA	atlas.PaCiG	atlas.Cuneal	atlas.FOrb	atlas.aPaHC	atlas.pPaHC	atlas.LG	atlas.aTFusC	atlas.pTFusC	atlas.TOFusC	atlas.OFusG	atlas.FO	atlas.CO	atlas.PO	atlas.PP	atlas.HG	atlas.PT	atlas.SCC	atlas.OP	atlas.Thalamus	atlas.Caudate	atlas.Putamen	atlas.Pallidum	atlas.Hippocampus	atlas.Amygdala	atlas.Accumbens
-0.06009199349377704	-0.0231349252632268	0.02114384997493321	0.035410269812232824	0.04371381340703551	-0.051930478191565516	0.02047952597888286	0.010793197295747509	-0.017531415689138685	0.0795292787484081	0.04356738926161252	-0.024838421148536554	0.009779554046161168	0.030614253627039706	-0.020553638904572707	0.004480250520442872	-0.005985023877381023	-0.02457911432706061	0.011372054445184559	-0.02476206426193519	0.17300287946660772	0.13714616497759674	0.05119115693561858	0.014249147680516815	0.07940548918021197	-0.06276879851107506	-0.011159916017261707	0.026157905900771626	0.010124964862703647	0.051877757305611755	0.027667586500243924	0.018678787100342504	0.015333055963818785	-0.05562568724583655	0.07097235859143802	0.16315370476546684	0.01602026513175831	0.011352403172544623	-0.012503107853673484	-0.05793470014355721	-0.03800197180366352	0.0023942270696699565	0.049884544729437555	-0.06741283450046343	-0.028931141610447544	-0.048608450263115714	0.013280271357695632	0.0158865707550496	0.018151359924580612	0.06887337672116262	0.039545585964174054	0.07490713666755491	0.10962749967450865	0.11920629695310875	-0.008375943147754028	0.0316976248326238	0.016423943259798776	-0.04558643071088182	0.12037331061199924	-0.02785255368640937	-0.04304419657225228	0.09396170715529334
0.023153454868521932	0.0026574015459698624	0.02447853558743299	-0.00991036458390086	-0.00631260546106659	0.012219601365518723	-0.007891546503880085	0.015423003281551356	-0.012944964851590121	-0.03462945110474383	0.015828935165899647	-0.01896808822239066	-0.011995734410910792	0.025231696687918966	-0.019778032472090187	-0.01930040134984569	-0.003380141869072797	-0.013739144364252082	0.0037056527260581023	0.026312198630006972	0.04277852885133995	0.046255853955951276	0.006690263586213032	0.012805464508096798	0.02389949114072346	0.02379938292782762	-0.021735537933052253	-0.00378046302654937	-0.0013143890372208523	0.01655403446755777	0.03533230831236846	0.02252585549246037	0.01270486311549968	-0.028679940703625485	0.02018773917666824	0.00195856285323694	0.013575475697788254	-0.007960418965183765	-0.02403934353598288	0.0058418119260787585	0.019035286965149032	0.0066367837922193685	-0.007541536256206808	0.011813239064981542	0.012137545905958533	0.002573082349127615	0.0019951517235013635	0.0204917347893642	0.011639175884172653	0.01596475468762128	0.029021944384843956	-0.009742551583174382	-0.0131465540679673	-0.008728190564795586	-0.025338856458684875	-0.01990589168932392	-0.01670537001858823	0.009509205540507947	0.009686806236705224	0.021799986248100478	0.009939932773635703	0.025991088289977517
0.0887342421880788	0.028701656741041234	0.008783568339877623	-0.04041742278190548	-0.04126194277679497	0.0619161154976051	-0.020317370919030103	0.010361975057536305	0.005812000650527496	-0.09886163611135008	-0.01466827288846993	0.008279304129347544	-0.02298428467644988	0.0008479911584649962	-0.002555485771899308	-0.02631850695315729	0.0004239524881130838	0.004167289943546722	-0.0051817502718065865	0.05043930096257626	-0.11171578208354674	-0.08032484925883825	-0.040242613618895695	-0.001433720023737546	-0.04899206729327437	0.08597002712312207	-0.007163838615571632	-0.029765677270281055	-0.007705269344743444	-0.02753031009776573	0.012146436137910666	0.005122863258768878	-0.0003029028795563469	0.01939127582970241	-0.046292191710177	-0.15764120452963604	0.0035835875146746797	-0.01551536528825061	-0.015692058796032395	0.059940046268560546	0.05306086611081612	-0.0009732669150978915	-0.05610267949745838	0.07683395022741707	0.03863496844318787	0.04581286808636331	-0.011220655941874977	0.004415736106373285	-0.001503512188446347	-0.0428416772613847	-0.00203705455934816	-0.07096605249581392	-0.11154382192675019	-0.13125262935976786	-0.022843157412950923	-0.049267143743898525	-0.031881693297291486	0.05912651152993746	-0.10203433726195588	0.047618206035134544	0.049105123798817346	-0.05761733997897955
0.049841871436670564	0.02639650892536183	-0.03265573993939144	-0.01565700295540698	-0.02004837870452318	0.03584709735002008	0.003415024747527505	-0.013675351314954618	0.032639155043780815	-0.01611449890023127	-0.031258009187752483	0.047529893600831444	-0.0014196095774903113	-0.04200633786746791	0.031657473689320884	0.00766084424416234	0.004010198127087307	0.022774209587765062	-0.009762530050938712	-0.0015123445506212384	-0.17524468696386705	-0.15818104648673986	-0.04923563043740274	-0.02642070151977002	-0.0887697142002737	0.04022622554763995	0.03852465430013316	-0.022932129158782462	-0.0012850467784448526	-0.05075413093471516	-0.050934432066625346	-0.03712790124807391	-0.02248154110439105	0.06602972023869144	-0.08048905711212614	-0.15778593383092204	-0.016438744871265426	0.003254490899649262	0.027052887240336655	0.04361899892553865	0.011875832586355172	-0.020778538101668662	-0.039881529669966984	0.050415049888596464	0.013272004043393272	0.036140523101279486	-0.014094528110337977	-0.03546434966794501	-0.018687218828713346	-0.06328947446173812	-0.04969385870274973	-0.037345954014250234	-0.0739826231480114	-0.11866411854817085	0.018304805776462253	-0.009435992549018501	0.0008943156104143528	0.044921406169941724	-0.11291757942082782	0.0031403964104231483	0.025567107367592476	-0.09838198373455503
-0.062760323758791	-0.007207159336749749	-0.06664933112449922	0.03056890068908987	0.01952533446495686	-0.034927896826064946	0.024400273919317487	-0.042577296337886365	0.03797383456263996	0.10051707917297886	-0.03996106820228692	0.05423468242196822	0.0320789606667177	-0.07099581352597564	0.05284663308674306	0.0511252691554781	0.006752443363788083	0.03332240073125683	-0.009855289025873622	-0.07500084467468648	-0.11596693278719492	-0.12523431705848084	-0.019154513631645574	-0.03642274898150831	-0.06666790209231734	-0.06365173863355293	0.062083540792582395	0.008442003623727278	0.004464837827741234	-0.042550480376978284	-0.09623352131836332	-0.06295952358670504	-0.03506751252509444	0.07572212623184063	-0.055090802999654326	-0.0049366323897817544	-0.03671775534239083	0.02146255456629475	0.06837561279993278	-0.02055444281482371	-0.055052504806904004	-0.024596201056139234	0.022249486772280464	-0.03729607457103167	-0.03246851483400509	-0.005546929387119348	-0.002694699817067126	-0.05753460923222087	-0.03107398801524295	-0.04261517802545681	-0.08043430385360517	0.03201472342578866	0.04073752696403655	0.02106615918667063	0.06410543976546051	0.0528633454541204	0.044306384362590504	-0.025724245311956925	-0.029038173884904435	-0.062209266385332564	-0.029580762227137167	-0.07466181792824667
-0.12617496912337361	-0.04095633227003525	-0.04835938699170711	0.0338052651849291	0.01667978751667642	-0.06428941181190428	1.544701356162497e-05	-0.044632886135633994	0.0016972798642114206	0.0768554244338334	-0.04302480188628781	0.0013445033835258983	0.03620992479477062	-0.045876056447911755	0.02961500518313429	0.04923381286367913	0.00791236130419052	0.02631616826906966	-0.006827143129881506	-0.07145102599543897	0.00958482907723196	0.005505907235979164	0.018846266491140972	-0.009541071708598449	0.004204368063973809	-0.10062625841424114	0.014623925436087495	0.030100763777047224	-0.0043960041763820585	-0.012383270286764999	-0.05703662384938133	-0.02941232909020838	-0.018474973773244138	0.029543563915925355	0.013362070332406701	0.1431003977881749	-0.03609566088553984	0.007998779964174484	0.053192041930922355	-0.05475711042258927	-0.0566131265873788	0.009293852933716575	0.058762553705945596	-0.08267736118318271	-0.03856395988142049	-0.02650080703924271	0.011783231192980644	-0.02120543782622209	-0.02552556207180258	-0.006269329643405198	-0.053224808670950155	0.032762649995039514	0.08466609215097479	0.14809565408476913	0.06004503061789586	0.05531015985951522	0.03889816320940749	-0.08129243836933613	0.059346412531279584	-0.060067431406280444	-0.04482241983150854	-0.0051929222049771386
-0.05841757134471048	-0.036502576654306486	0.02372670916835137	-0.01468857543948331	-0.023222718104123737	-0.015742369565947906	-0.0453509089067008	-0.002204690661746051	-0.05012114903514633	-0.07566809428657975	-0.018938241056870912	-0.06977229944099182	-0.0005144813819826372	0.032641858869704006	-0.028101436832523134	-0.007911216756697119	0.005642699930953434	-0.0006141908604634338	0.0006995998957043939	0.025001753103221856	0.1191595027987292	0.13997457405902086	0.036459252854939006	0.03706881883916154	0.07574548461060443	-0.022209175869184507	-0.06939214586126807	0.020960170951748756	-0.017167293170383128	0.023566878548721755	0.052377627421782376	0.04645446639416473	0.021214105131211844	-0.047093130396212074	0.07290545683724846	0.1426649110906181	-0.0012699916922218283	-0.023766361383507864	-0.025307888913178724	-0.018894241384498873	0.01990606841115973	0.05465870927721486	0.02789575835725285	-0.02891250881816005	0.0046209023984756115	-0.011989992563680985	0.01208490839145148	0.051317811548034005	0.0035070432846072753	0.027902778522358885	0.03248422913584939	-0.03497779713060586	0.010971734535709718	0.13099043140777406	-0.003500826024273677	-0.011436684201452043	-0.016715667147025708	-0.05675928890361427	0.08221301145195192	0.02168574606999852	0.0002918206490459159	0.0718690371661082
0.08401940444534431	0.009596752242488245	0.09111062383261201	-0.0521727045161424	-0.03315131518216337	0.052713171064772614	-0.04159056380690859	0.059578814065210185	-0.06021225104725326	-0.155144863376719	0.04533848079307344	-0.08062116747992994	-0.04207448274653981	0.10406663409950886	-0.0687478725649237	-0.0656060129597136	-0.0016625758707195931	-0.033635117508587394	0.012813751088291542	0.11276658407921186	0.15700386293879626	0.16887899112070204	0.02878669924912391	0.05453265579372422	0.095697257739636	0.083427488414305	-0.09346464668218354	-0.006113866356714914	-0.008911842664270335	0.05036045059711884	0.13129569823946485	0.09060571127556724	0.0494549031860193	-0.09569698801022411	0.07572860153342062	0.005998314344370404	0.049733352649653076	-0.028324423735287155	-0.10109426377625502	0.041782374777485226	0.08426405514820066	0.05295901624795426	-0.03500701117186336	0.06604104843821773	0.04241590362809748	0.003294043094569146	-0.004648849425255456	0.08386494417163667	0.04061303260375576	0.055536751416582146	0.11440841334860904	-0.06028113264508518	-0.07063746699143246	-0.019889825970961516	-0.07269085734169571	-0.06773741402226843	-0.057436976054247066	0.03454305512301335	0.04752500445180293	0.09289390585601871	0.047829699558821125	0.11352408009824305
0.15638063725147494	0.05417560076214538	0.08558490968987939	-0.023352911049238527	0.01830668973488643	0.05839872796068451	0.02940497440397079	0.08345885672011934	-0.004186534171923223	-0.031080888599044315	0.10717524899691132	-0.007057004043748363	-0.04354546829343686	0.09418764481814565	-0.050151435216612195	-0.06219658250735132	-0.012013823831866777	-0.04725896680264971	0.021225213247880063	0.08400505879588549	0.10348354015208791	0.062347941287151556	0.006362171180665574	0.01529698625778482	0.04476973563753177	0.09628507878221498	-0.013062916202041018	-0.022994130680572766	0.021947420596404487	0.05297386660601222	0.0936337505788089	0.049330175025224146	0.03492064483714853	-0.07347314250309198	0.018745872026426358	-0.12286265007462055	0.07081166199406116	0.008850474824201765	-0.09326128708113017	0.05081021586169278	0.05172600861502223	-0.01652037671339739	-0.058771684037875506	0.09245097670045642	0.026408989339051274	-0.006887291430852004	-0.018744616966853315	0.030359384088518584	0.053495825433230344	0.06288316767072864	0.11079639227158931	0.022459171609489133	-0.042307532395444485	-0.15991687730786613	-0.08342764240864806	-0.04493619807682003	-0.03145933204684809	0.10474837347612773	0.0015133634907020521	0.06464634193826259	0.03418762445635253	0.08295296271551375
0.07737422085610272	0.04799032491973542	0.00035053210846685943	0.04502412424431865	0.07081265361036321	-0.005927879820646878	0.09082312886506225	0.032491194130119916	0.06857264494054083	0.1657741079056487	0.08866099071051636	0.08076746365832116	-0.0019514043760693392	-0.007621530091355606	0.013274848872031701	0.0009879079643908325	-0.018355112899935792	-0.0265305398009156	0.013206531769810445	-0.04367567755613503	-0.02416034589626914	-0.09420216674628387	-0.018595214558604356	-0.046882273466337276	-0.044620946675240525	0.0063459232463952304	0.09580195937813331	-0.018032289562023015	0.040717069691648886	0.0206027200985154	-0.03422806683250933	-0.04490926263813007	-0.014641813094646764	0.006008289400718402	-0.05177975924078829	-0.12138833073617283	0.02911487772401631	0.04355412522028505	0.006791010669621813	-0.007491256304437655	-0.048158439216740144	-0.09370898715678108	-0.017328582717110443	0.012420428557093176	-0.022066666281833198	-0.018833420659266256	-0.008384860117217145	-0.06216454920792037	0.021019868347669002	0.025682390325303825	0.0029938728237947467	0.12254541055390014	0.0630728422290479	-0.15130536881944462	-0.026510818190457145	0.027336794308799546	0.031715018946568994	0.07625532041058608	-0.03406758078428176	-0.0403101279763451	-0.02787670806747365	-0.02156142814361535
